咪咕央视,#genre# 
安徽卫视,http://web9916.w.computerqwq.cf/jzb.php?id=ahws&公众号【医工学习日志】
江苏卫视频效,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视频效,http://t.061899.xyz/tl/tl.php?id=hunws
安徽卫视频效,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视频效,http://t.061899.xyz/tl/tl.php?id=sdws
北京卫视频效,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视频效,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视频效,http://t.061899.xyz/tl/tl.php?id=zjws
广东卫视频效,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视频效,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视频效,http://t.061899.xyz/tl/tl.php?id=tjws
辽宁卫视频效,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视频效,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视频效,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视频效,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视频效,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视频效,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视频效,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视频效,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视频效,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视频效,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视频效,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视频效,http://t.061899.xyz/tl/tl.php?id=qhws
吉林卫视频效,http://t.061899.xyz/tl/tl.php?id=jlws
兵团卫视频效,http://t.061899.xyz/tl/tl.php?id=btws
西藏卫视频效,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视频效,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视频效,http://t.061899.xyz/tl/tl.php?id=hljws
北京卫视频效,http://k.061899.xyz/m.php?id=bjws
东方卫视频效,http://k.061899.xyz/m.php?id=dfws
浙江卫视频效,http://k.061899.xyz/m.php?id=zjws
江苏卫视频效,http://k.061899.xyz/m.php?id=jsws
湖南卫视频效,http://k.061899.xyz/m.php?id=hunws
广东卫视频效,http://k.061899.xyz/m.php?id=gdws
深圳卫视4K,http://cdn3.101.qzz.io/163189/szws4k
深圳卫视4K,http://cdn3.101.qzz.io/163189/szws4k
深圳财经生活,http://cdn3.101.qzz.io/163189/szcjsh
深圳卫视频效,http://k.061899.xyz/m.php?id=szws
天津卫视频效,http://k.061899.xyz/m.php?id=tjws
安徽卫视频效,http://k.061899.xyz/m.php?id=ahws
山东卫视频效,http://k.061899.xyz/m.php?id=sdws
辽宁卫视频效,http://k.061899.xyz/m.php?id=lnws
河北卫视频效,http://k.061899.xyz/m.php?id=hbws
河南卫视频效,http://k.061899.xyz/m.php?id=hnws
江西卫视频效,http://k.061899.xyz/m.php?id=jxws
四川卫视频效,http://k.061899.xyz/m.php?id=scws
重庆卫视频效,http://k.061899.xyz/m.php?id=cqws
贵州卫视频效,http://k.061899.xyz/m.php?id=gzws
湖北卫视频效,http://k.061899.xyz/m.php?id=hubws
广西卫视频效,http://k.061899.xyz/m.php?id=gxws
东南卫视频效,http://k.061899.xyz/m.php?id=dnws
海南卫视频效,http://k.061899.xyz/m.php?id=hinws
青海卫视频效,http://k.061899.xyz/m.php?id=qhws
吉林卫视频效,http://k.061899.xyz/m.php?id=jlws
兵团卫视频效,http://k.061899.xyz/m.php?id=btws
西藏卫视频效,http://k.061899.xyz/m.php?id=xzws
内蒙古视频效,http://k.061899.xyz/m.php?id=nmgws
黑龙江视频效,http://k.061899.xyz/m.php?id=hljws
重温经典,http://111.221.137.155:44330/tsfile/live/1003_1.m3u8?key=txiptv
重温经典,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_cwjd.flv
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典北京,http://aikuai2.xuran1983.cn:2008/udp/225.1.8.39:8002
重温经典影视,http://www.vikingfirst.top:8188/udp/239.253.254.81:8000
重温经典,http://111.221.137.155:44330/tsfile/live/1003_1.m3u8?key=txiptv
重温经典北京,http://aikuai2.xuran1983.cn:2008/udp/225.1.8.39:8002
重温经典影视,http://www.vikingfirst.top:8188/udp/239.253.254.81:8000
经典电影轮播,rtmp://live.gxrb.com.cn/pull/red_movies_0501
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
重温经典,http://111.221.137.155:44330/tsfile/live/1003_1.m3u8?key=txiptv
重温经典北京,http://aikuai2.xuran1983.cn:2008/udp/225.1.8.39:8002
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
邵氏影院,http://lxajh.top/tv/douyu.php?id=4246519
邵氏影院,http://jiaojirentv.top/2020/dy.php?id=4246519
经典电影轮播,rtmp://live.gxrb.com.cn/pull/red_movies_0501
奇光剧场,http://zzy789.xyz/douyu1.php?id=11849873
奇光影院,http://zzy789.xyz/douyu1.php?id=8009547
搜狐视频,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
搜狐视频,http://hdl-vip-ws.qf.56.com/live/lc_11730.flv?3u8?key=txiptv
哪吒2,https://play.modujx11.com/20250731/7ubt8ftL/index.m3u8
南京照相馆TC,https://cdn.yzzy29-play.com/20250728/431_66368270/index.m3u8
哪吒2闹海超清,https://vip.dytt-kan.com/20250802/3080_a9986cb0/index.m3u8


1905,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905,https://tv.666150.xyz/1905.php
1905,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905电影网.php?id=1905
1905,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905电影网.php?id=1905

CHC动作电影,http://58.19.180.108:9981/stream/channelid/1782708396?profile=pass
CHC影迷电影,http://58.19.180.108:9981/stream/channelid/473633391?profile=pass
CHC家庭影院,http://58.19.180.108:9981/stream/channelid/2141017443?profile=pass
CHC家庭影院,http://m.061899.xyz/mg/jtyy
CHC家庭影院,http://t.061899.xyz/tl/dq.php?id=jtyy
CHC家庭影院,http://119.36.6.89:1111/hls/38/index.m3u8
CHC家庭影院,http://go.bkpcp.top/mg/jtyy
CHC动作电影,http://m.061899.xyz/mg/dzdy
CHC动作电影,http://t.061899.xyz/tl/dq.php?id=dzdy
CHC动作电影,http://go.bkpcp.top/mg/dzdy
CHC动作电影,http://k.061899.xyz/m.php?id=dzdy
CHC影迷电影,http://m.061899.xyz/mg/ymdy
CHC影迷电影,http://t.061899.xyz/tl/dq.php?id=ymdy
CHC影迷电影,http://go.bkpcp.top/mg/ymdy
CHC影迷电影,http://hzzzz530.com:4022/udp/239.69.1.241:11088
CHC影迷电影,http://k.061899.xyz/m.php?id=ymdy
东方卫视,https://migu.188766.xyz/?migutoken=5f10daf66e4c421aef448d2b0ec29c81&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&pp=1
大湾区卫视,https://migu.188766.xyz/?migutoken=098398c9847fc2c126f7b372910249a8&id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86&type=yy
江苏卫视,https://migu.188766.xyz/?migutoken=d9e3dd3d8a3e1e8448727728109a6663&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&type=yy
江西卫视,https://migu.188766.xyz/?migutoken=5012460db38aaa8b61b7bdef81518e1e&id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
河南卫视,https://migu.188766.xyz/?migutoken=f38db0dc7952dbb3178567e8dea74a54&id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86&type=yy
湖北卫视,https://migu.188766.xyz/?migutoken=35ed405680518089b4e30da9a814a480&id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&pp=1
陕西卫视,https://migu.188766.xyz/?migutoken=430ff124a6e97d86f82b88d6e7816f8e&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
CHC动作电影,http://mursor.ottiptv.cc/huya/11602077
CHC动作电影,https://migu.188766.xyz/?migutoken=2bac374d7d4aeb1981a6c0b95aff118a&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&pp=1
CHC家庭影院,https://migu.188766.xyz/?migutoken=eb097acad03bd7bb67212af1321cb2a2&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&pp=1
CHC影迷电影,https://migu.188766.xyz/?migutoken=5cefa2c8608285fdd54c7dcafda9f104&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&pp=1

央卫超清,#genre#
CCTV-01超清,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV-02超清,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV-03超清,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV-04超清,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV-05超清,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV-5+超清,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV-06超清,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV-07超清,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV-08超清,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV-09超清,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV-10超清,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV-11超清,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV-12超清,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV-13超清,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV-14超清,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV-15超清,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV-16超清,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV-17超清,http://t.061899.xyz/tl/tl.php?id=cctv17
CCTV-01超清,http://k.061899.xyz/m.php?id=cctv1
CCTV-02超清,http://k.061899.xyz/m.php?id=cctv2
CCTV-03超清,http://k.061899.xyz/m.php?id=cctv3
CCTV-04超清,http://k.061899.xyz/m.php?id=cctv4
CCTV-05超清,http://k.061899.xyz/m.php?id=cctv5
CCTV-5+超清,http://k.061899.xyz/m.php?id=cctv5p
CCTV-06超清,http://k.061899.xyz/m.php?id=cctv6
CCTV-07超清,http://k.061899.xyz/m.php?id=cctv7
CCTV-08超清,http://k.061899.xyz/m.php?id=cctv8
CCTV-09超清,http://k.061899.xyz/m.php?id=cctv9
CCTV-10超清,http://k.061899.xyz/m.php?id=cctv10
CCTV-11超清,http://k.061899.xyz/m.php?id=cctv11
CCTV-12超清,http://k.061899.xyz/m.php?id=cctv12
CCTV-13超清,http://k.061899.xyz/m.php?id=cctv13
CCTV-14超清,http://k.061899.xyz/m.php?id=cctv14
CCTV-15超清,http://k.061899.xyz/m.php?id=cctv15
CCTV-16超清,http://k.061899.xyz/m.php?id=cctv16
CCTV-17超清,http://k.061899.xyz/m.php?id=cctv17
CCTV-01超清,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV-02超清,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV-03超清,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV-04超清,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV-05超清,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV-5+超清,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV-06超清,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV-07超清,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV-08超清,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV-09超清,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV-10超清,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV-11超清,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV-12超清,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV-13超清,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV-14超清,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV-15超清,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV-16超清,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV-17超清,http://t.061899.xyz/tl/tl.php?id=cctv17

卫视超清,#genre#
安徽卫视超清,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视超清,http://t.061899.xyz/tl/tl.php?id=sdws
江苏卫视超清,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视超清,http://t.061899.xyz/tl/tl.php?id=hunws
北京卫视超清,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视超清,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视超清,http://t.061899.xyz/tl/tl.php?id=zjws
广东卫视超清,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视超清,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视超清,http://t.061899.xyz/tl/tl.php?id=tjws
辽宁卫视超清,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视超清,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视超清,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视超清,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视超清,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视超清,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视超清,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视超清,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视超清,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视超清,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视超清,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视超清,http://t.061899.xyz/tl/tl.php?id=qhws
吉林卫视超清,http://t.061899.xyz/tl/tl.php?id=jlws
兵团卫视超清,http://t.061899.xyz/tl/tl.php?id=btws
西藏卫视超清,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视超清,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视超清,http://t.061899.xyz/tl/tl.php?id=hljws
北京卫视超清,http://k.061899.xyz/m.php?id=bjws
东方卫视超清,http://k.061899.xyz/m.php?id=dfws
浙江卫视超清,http://k.061899.xyz/m.php?id=zjws
江苏卫视超清,http://k.061899.xyz/m.php?id=jsws
湖南卫视超清,http://k.061899.xyz/m.php?id=hunws
广东卫视超清,http://k.061899.xyz/m.php?id=gdws
深圳卫视超清,http://k.061899.xyz/m.php?id=szws
天津卫视超清,http://k.061899.xyz/m.php?id=tjws
安徽卫视超清,http://k.061899.xyz/m.php?id=ahws
山东卫视超清,http://k.061899.xyz/m.php?id=sdws
辽宁卫视超清,http://k.061899.xyz/m.php?id=lnws
河北卫视超清,http://k.061899.xyz/m.php?id=hbws
河南卫视超清,http://k.061899.xyz/m.php?id=hnws
江西卫视超清,http://k.061899.xyz/m.php?id=jxws
四川卫视超清,http://k.061899.xyz/m.php?id=scws
重庆卫视超清,http://k.061899.xyz/m.php?id=cqws
贵州卫视超清,http://k.061899.xyz/m.php?id=gzws
湖北卫视超清,http://k.061899.xyz/m.php?id=hubws
广西卫视超清,http://k.061899.xyz/m.php?id=gxws
东南卫视超清,http://k.061899.xyz/m.php?id=dnws
海南卫视超清,http://k.061899.xyz/m.php?id=hinws
青海卫视超清,http://k.061899.xyz/m.php?id=qhws
吉林卫视超清,http://k.061899.xyz/m.php?id=jlws
兵团卫视超清,http://k.061899.xyz/m.php?id=btws
西藏卫视超清,http://k.061899.xyz/m.php?id=xzws
内蒙古视超清,http://k.061899.xyz/m.php?id=nmgws
黑龙江视超清,http://k.061899.xyz/m.php?id=hljws
北京卫视超清,http://t.061899.xyz/tl/tl.php?id=bjws
